"lp","wojewodztwo","woj","WOJ2","powiat","pow","POW2","gmina","gmi","GMI","TERYT","miasto","lok","ubiegal","operator","odpowiedz","termininw","innaodp","data"
53545,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:08"
53546,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:08"
53547,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:08"
53548,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:08"
53549,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:09"
53550,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:09"
53551,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:09"
53552,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:10"
53553,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:10"
53554,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:10"
53555,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:10"
53556,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:11"
53557,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:11"
53558,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:11"
53559,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:12"
53560,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:12"
53561,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:12"
53562,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:12"
53563,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:13"
53564,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,9,1,0,,"2015-12-04 13:13"
53565,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:13"
53566,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:14"
53567,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:14"
53568,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:14"
53569,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:14"
53570,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2015-12-04 13:15"
53571,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","Gora",,1,2,1,0,,"2015-12-04 14:09"
53572,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","ludwikowo",,1,3,1,0,,"2015-12-04 19:04"
53573,"PODKARPACKIE",18,18,"łańcucki",10,10,"Białobrzegi (gmina wiejska)",2,"02","181002","Wola Dalsza",,1,1,1,0,,"2015-12-06 12:37"
53574,"KUJAWSKO-POMORSKIE",4,"04","aleksandrowski",1,"01","Bšdkowo (gmina wiejska)",5,"05","040105","Łówkowice",,1,2,1,0,,"2015-12-07 08:13"
53575,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz ","rednia",1,4,1,0,,"2015-12-07 09:14"
53576,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","Cichońskiej",1,2,1,0,,"2015-12-07 12:05"
53577,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Dębno Polskie","Rawicka",1,2,1,0,,"2015-12-07 12:05"
53578,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","Piastowska",1,3,1,0,,"2015-12-07 12:07"
53579,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","ul. rednia ",1,2,1,0,,"2015-12-07 12:25"
53580,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","ul. 3 Maja",1,3,1,0,,"2015-12-07 12:47"
53581,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Dębno Polskie","ul. Jagodowa",1,3,1,0,,"2015-12-07 12:51"
53582,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Wšsosz","Rzemielnicza",1,4,1,0,,"2015-12-07 13:14"
53583,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Bełcz Górny",,1,3,1,0,,"2015-12-07 14:16"
53584,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","Wały Kociuszki",1,3,1,0,,"2015-12-07 15:21"
53585,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","ul. Kolejowa",1,2,1,0,,"2015-12-07 15:26"
53586,"DOLNOLĽSKIE",2,"02","zgorzelecki",25,25,"Sulików (gmina wiejska)",5,"05","022505","Sulików","Sportowa",1,2,1,0,,"2015-12-07 21:47"
53587,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Żołędnica",,1,3,1,0,,"2015-12-08 09:05"
53588,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Zawady ",,1,2,1,0,,"2015-12-08 09:22"
53589,"DOLNOLĽSKIE",2,"02","kłodzki",8,"08","Bystrzyca Kłodzka (gmina miejsko-wiejska)",6,"06","020806","Wyszki",,1,3,1,0,,"2015-12-08 09:27"
53590,"PODKARPACKIE",18,18,"strzyżowski",19,19,"Czudec (gmina wiejska)",1,"01","181901","Pstršgowa",,1,4,1,0,,"2015-12-08 09:59"
53591,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Masłowo","lšska",1,4,1,0,,"2015-12-08 10:45"
53592,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Borowna",,1,3,1,0,,"2015-12-08 11:14"
53593,"WIĘTOKRZYSKIE",26,26,"buski",1,"01","Wilica (gmina wiejska)",8,"08","260108","Skotniki Dolne",,1,2,1,0,,"2015-12-08 11:32"
53594,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Żylice",,1,3,1,0,,"2015-12-08 14:13"
53595,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Słupia Kapitulna",,1,1,1,0,,"2015-12-08 14:14"
53596,"LUBELSKIE",6,"06","Lublin",63,63,"Lublin (gmina miejska)",1,"01","066301","Lublin","Wołynian",1,1,1,0,,"2015-12-08 17:49"
53597,"KUJAWSKO-POMORSKIE",4,"04","aleksandrowski",1,"01","Bšdkowo (gmina wiejska)",5,"05","040105","Łówkowice",,1,2,1,0,,"2015-12-08 18:19"
53598,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Zawady",,1,3,1,0,,"2015-12-09 09:20"
53599,"MAZOWIECKIE",14,14,"warszawski zachodni",32,32,"Łomianki (gmina miejsko-wiejska)",5,"05","143205","Łomianki","Przełajowa",1,2,1,0,,"2015-12-09 09:25"
53600,"WIELKOPOLSKIE",30,30,"krotoszyński",12,12,"Rozdrażew (gmina wiejska)",5,"05","301205","orpiszew",,1,2,1,0,,"2015-12-09 11:23"
53601,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","Czernina","Narutowicza",1,2,1,0,,"2015-12-09 11:35"
53602,"WIELKOPOLSKIE",30,30,"krotoszyński",12,12,"Rozdrażew (gmina wiejska)",5,"05","301205","Orpiszew",,1,2,1,0,,"2015-12-09 12:10"
53603,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Sierakowo","ul. Sadownicza",1,3,1,0,,"2015-12-09 12:15"
53604,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-09 12:18"
53605,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-09 12:34"
53606,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","Sławęcice",,1,2,1,0,,"2015-12-09 12:58"
53607,"KUJAWSKO-POMORSKIE",4,"04","aleksandrowski",1,"01","Bšdkowo (gmina wiejska)",5,"05","040105","Łówkowice",,1,4,1,0,,"2015-12-09 13:24"
53608,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-09 13:33"
53609,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","Sułków",,1,2,1,0,,"2015-12-09 15:36"
53610,"KUJAWSKO-POMORSKIE",4,"04","aleksandrowski",1,"01","Bšdkowo (gmina wiejska)",5,"05","040105","Łówkowice",,1,2,1,0,,"2015-12-10 09:00"
53611,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","ul.Szarych Szeregów",1,10,1,0,,"2015-12-10 09:29"
53612,"WIELKOPOLSKIE",30,30,"krotoszyński",12,12,"Komin Wielkopolski (gmina miejsko-wiejska)",3,"03","301203","Borzęcice",,1,3,1,0,,"2015-12-10 11:06"
53613,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-10 11:43"
53614,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-10 12:25"
53615,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Miejska Górka (gmina miejsko-wiejska)",3,"03","302203","Miejska Górka","Księdza Walkowiaka",1,5,1,0,,"2015-12-10 13:22"
53616,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Słupia Kapitulna",,1,3,1,0,,"2015-12-10 13:23"
53617,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Lechitów",,1,3,1,0,,"2015-12-10 13:31"
53618,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Niechlów (gmina wiejska)",3,"03","020403","naratów",,1,2,1,0,,"2015-12-10 13:42"
53619,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Żylice",,1,3,1,0,,"2015-12-10 14:28"
53620,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Miejska Górka (gmina miejsko-wiejska)",3,"03","302203","Krolinki","Rolnicza",1,2,1,0,,"2015-12-10 16:04"
53621,"MAZOWIECKIE",14,14,"węgrowski",33,33,"Sadowne (gmina wiejska)",7,"07","143307","Sadowne",,1,4,1,0,,"2015-12-10 16:22"
53622,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-10 20:17"
53623,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo","Krajowa 10",1,4,2,4,,"2015-12-10 20:20"
53624,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo 2a",,1,1,2,2,,"2015-12-10 20:32"
53625,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-10 21:17"
53626,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-10 21:19"
53627,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-10 21:26"
53628,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina miejska)",1,"01","321701","Witankowo",,1,1,1,0,,"2015-12-10 22:17"
53629,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina miejska)",1,"01","321701","witankowo ",,1,2,1,0,,"2015-12-10 22:18"
53630,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo ",,1,1,1,0,,"2015-12-10 22:30"
53631,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Żylice",,1,3,1,0,,"2015-12-11 08:59"
53632,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Sierakowo","ul. Lena",1,3,1,0,,"2015-12-11 09:49"
53633,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Zylice",,1,2,1,0,,"2015-12-11 09:50"
53634,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Niechlów (gmina wiejska)",3,"03","020403","Żabin",8,1,3,1,0,,"2015-12-11 09:59"
53635,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Masłowo","Kołštaja",1,4,1,0,,"2015-12-11 10:04"
53636,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","góra",,1,2,1,0,,"2015-12-11 11:26"
53637,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","Góra","Armii Krajowej",1,2,1,0,,"2015-12-11 12:24"
53638,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Borowna",,1,3,1,0,,"2015-12-11 12:27"
53639,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-11 18:17"
53640,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-11 18:30"
53641,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-11 18:33"
53642,"PODKARPACKIE",18,18,"przeworski",14,14,"Adamówka (gmina wiejska)",2,"02","181402","cieplice dolne",,1,4,1,0,,"2015-12-11 19:33"
53643,"PODKARPACKIE",18,18,"przeworski",14,14,"Adamówka (gmina wiejska)",2,"02","181402","cieplice dolne",,1,4,1,0,,"2015-12-11 19:35"
53644,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-11 21:08"
53645,"DOLNOLĽSKIE",2,"02","wołowski",22,22,"Wińsko (gmina wiejska)",2,"02","022202","Wińsko","Ogrodowa",1,2,1,0,,"2015-12-12 10:20"
53646,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-12 18:42"
53648,"WIELKOPOLSKIE",30,30,"szamotulski",24,24,"Szamotuły (gmina miejsko-wiejska)",7,"07","302407","Szamotuły","Tenisowa",1,1,2,4,,"2015-12-12 20:26"
55411,"WARMIŃSKO-MAZURSKIE",28,28,"bartoszycki",1,"01","Sępopol (gmina miejsko-wiejska)",6,"06","280106","Wiatrowiec","lut-30",1,3,3,0,"Brak wolnego łšcza internetowego.","2015-12-13 14:08"
55412,"WARMIŃSKO-MAZURSKIE",28,28,"bartoszycki",1,"01","Sępopol (gmina miejsko-wiejska)",6,"06","280106","Wiatrowiec",29,1,2,0,0,"Brak wolnego miejsca, żeby się przyłšczyć do lini z internetem","2015-12-13 14:12"
55413,"KUJAWSKO-POMORSKIE",4,"04","aleksandrowski",1,"01","Bšdkowo (gmina wiejska)",5,"05","040105","Łówkowice",,1,5,1,0,,"2015-12-13 15:39"
55414,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-13 15:45"
55415,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,2,4,,"2015-12-13 16:03"
55416,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,10,1,0,,"2015-12-13 16:05"
55417,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-13 22:39"
55418,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Szymanowo","ul. Szczęliwa",1,3,1,0,,"2015-12-14 10:29"
55419,"DOLNOLĽSKIE",2,"02","wołowski",22,22,"Wińsko (gmina wiejska)",2,"02","022202","Polna",,1,3,1,0,,"2015-12-14 10:53"
55420,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Borowna",,1,2,1,0,,"2015-12-14 14:20"
55421,"POMORSKIE",22,22,"gdański",4,"04","Kolbudy (gmina wiejska)",3,"03","220403","babi dół","Słoneczny stok 14",2,0,0,0,,"2015-12-14 17:29"
55422,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-14 19:43"
55423,"KUJAWSKO-POMORSKIE",4,"04","aleksandrowski",1,"01","Bšdkowo (gmina wiejska)",5,"05","040105","Łówkowice",,1,3,0,0,,"2015-12-14 20:29"
55424,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-15 00:21"
55425,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-15 00:33"
55426,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-15 08:59"
55427,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","lubów",,1,3,1,0,,"2015-12-15 09:32"
55428,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-15 10:59"
55429,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","Sadownicza",1,3,1,0,,"2015-12-15 11:01"
55430,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Bojanowo (gmina miejsko-wiejska)",1,"01","302201","giżyn",,1,2,1,0,,"2015-12-15 11:10"
55431,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","czernina","polna",1,2,1,0,,"2015-12-15 11:41"
55432,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Łaszczyn",,1,3,1,0,,"2015-12-15 14:13"
55433,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Miejska Górka (gmina miejsko-wiejska)",3,"03","302203","Niemarzyn",,1,2,1,0,,"2015-12-15 14:57"
55434,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Góra (gmina miejsko-wiejska)",1,"01","020401","slawęcice",,1,2,1,0,,"2015-12-15 15:43"
55435,"ZACHODNIOPOMORSKIE",32,32,"wałecki",17,17,"Wałcz (gmina wiejska)",5,"05","321705","Witankowo",,1,1,1,0,,"2015-12-15 17:42"
55436,"MAZOWIECKIE",14,14,"legionowski",8,"08","Jabłonna (gmina wiejska)",2,"02","140802","Chotomów","Brzozowa",1,2,2,4,,"2015-12-15 22:14"
55437,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,2,1,0,,"2015-12-15 23:15"
55438,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,2,0,0,0,,"2015-12-16 07:33"
55439,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,2,0,0,0,,"2015-12-16 07:35"
55440,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,1,1,0,,"2015-12-16 07:41"
55441,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,2,3,0,"usługa dostępna ale w bardzo ograniczonym zakresie szybkosciowym","2015-12-16 08:01"
55442,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 08:05"
55443,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 08:18"
55444,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 09:31"
55445,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,2,1,0,,"2015-12-16 09:50"
55446,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 10:36"
55447,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,4,1,0,,"2015-12-16 11:11"
55448,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","LUDWIKOWO",,1,1,1,0,,"2015-12-16 11:22"
55449,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,2,1,0,,"2015-12-16 11:25"
55450,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 11:26"
55451,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 11:28"
55452,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo",,1,3,1,0,,"2015-12-16 11:28"
55453,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","ul. Czarnieckiego",1,4,1,0,,"2015-12-16 12:11"
55454,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Sierakowo","ul. Ogrodnicza",1,3,1,0,,"2015-12-16 12:15"
55455,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Izbice",,1,2,1,0,,"2015-12-16 12:25"
55456,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Niechlów (gmina wiejska)",3,"03","020403","naratow",,1,2,1,0,,"2015-12-16 12:29"
55457,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Maszewo Duże","Brzozowa",1,2,1,0,,"2015-12-16 13:10"
55458,"DOLNOLĽSKIE",2,"02","górowski",4,"04","Wšsosz (gmina miejsko-wiejska)",4,"04","020404","Pobiel",,1,3,1,0,,"2015-12-16 13:11"
55459,"WIELKOPOLSKIE",30,30,"rawicki",22,22,"Rawicz (gmina miejsko-wiejska)",5,"05","302205","Rawicz","Czarnieckiego",1,2,1,0,,"2015-12-16 13:37"
55460,"MAZOWIECKIE",14,14,"płocki",19,19,"Stara Biała (gmina wiejska)",13,13,"141913","Ludwikowo ",,1,3,1,0,,"2015-12-16 13:47"
