"nazwa główna","szerokość geograficzna","długość geograficzna","identyfikator jednostki podziału terytorialnego kraju"
"Parcelanty","51°11'23''","19°50'25''","1010072"
"Parcelanty","50°23'33''","20°07'54''","1208072"
"Parcele","51°56'29''","17°38'09''","3006032"
"Parcele","52°05'12''","18°18'35''","3027075"
"Parcele","51°59'46''","18°21'23''","3027052"
"Parcele","51°36'47''","17°39'41''","3017035"
"Parcele","51°34'53''","17°34'16''","3017035"
"Parcele","51°36'01''","17°41'20''","3017035"
"Parcele","51°45'44''","17°44'21''","3017065"
"Parcele","51°40'19''","18°20'58''","3007102"
"Parcele","52°24'26''","16°16'12''","3015012"
"Parcele Ponętowskie","52°12'02''","18°47'01''","3009052"
"Parcele","52°11'08''","18°46'03''","3009052"
"Połczyno-Parcele","54°42'18''","18°20'35''","2211072"
"Parcele","53°53'49''","15°42'57''","3216052"
"Parcele","53°55'54''","17°42'13''","2202025"
"Parcele","53°49'05''","18°10'35''","2213072"
"Parcele","53°10'41''","18°57'42''","0405045"
"Parcelanty","52°42'43''","19°07'30''","0418072"
"Parcele","52°41'42''","19°07'12''","0418072"
"Parcele","53°00'48''","19°58'42''","1437065"
"Parcele","52°35'46''","19°57'21''","1419102"
"Parcele","52°40'60''","20°23'40''","1420112"
"Parcele","52°33'50''","19°52'45''","1419102"
"Parcele","52°33'26''","19°57'08''","1419102"
"Parcele","52°31'03''","19°54'08''","1419122"
"Parcele","51°51'44''","20°09'31''","1015082"
"Parcele","52°00'03''","21°54'20''","1426122"
"Parcele","52°12'13''","22°41'29''","1410024"
"Parcele","51°33'03''","20°25'23''","1007062"
"Parcele","50°42'09''","21°34'17''","2609062"
"Parcele","51°59'23''","19°12'17''","1020062"
"Parcele","51°47'47''","19°41'52''","1021022"
"Parcele","51°25'08''","19°29'20''","1010102"
"Parcele","51°16'60''","19°34'57''","1010082"
"Parcele","51°10'41''","18°32'53''","1017095"
"Parcele","50°58'27''","20°59'25''","2604025"
"Parcele","50°56'52''","21°00'45''","2611042"
"Parcele","50°55'24''","21°02'54''","2611042"
"Parcele","50°53'36''","20°44'42''","2604092"
"Parcele","50°53'07''","20°43'46''","2604092"
"Parcele","50°54'38''","20°50'10''","2604025"
"Parcele","50°52'18''","21°15'09''","2607062"
"Parcele","51°16'37''","18°05'13''","3008012"
"Parcele","50°40'12''","20°12'32''","2602042"
"Parcelacja","50°30'19''","20°18'38''","2602092"
"Parcela","50°23'50''","19°59'53''","1208055"
"Parcel","50°23'02''","20°02'12''","1208055"
"Parcele","51°02'40''","18°45'02''","2406032"
"Parcele","50°15'10''","19°59'02''","1206032"
"Parcele","50°18'31''","19°49'02''","1212062"
"Parcela","50°17'54''","19°49'45''","1212062"
"Parcele","50°59'47''","18°41'03''","2406025"
"Parcele","50°56'41''","18°41'30''","2406025"
"Parcele","50°57'30''","19°06'32''","2404112"
"Parcele","50°51'16''","19°08'34''","2464011"
"Parcele","50°50'47''","19°14'20''","2404102"
"Parcele","50°01'00''","20°04'59''","1219055"
"Parcele","50°08'29''","18°40'27''","2412015"
"Parcele-Białutki","52°14'02''","20°37'54''","1432015"
"Parcele-Halasy","52°02'55''","22°45'28''","0601102"
"Parcele-Jeżewice","51°57'15''","20°45'58''","1418065"
"Parcele-Kaczorowy","52°43'60''","20°10'13''","1420102"
"Krępa-Parcela","51°52'60''","18°49'26''","1011035"
"Parcele-Łempino","52°45'00''","20°07'38''","1420102"
"Nowe Bukowno","50°46'03''","19°21'40''","2404122"
"Parcele-Osiek","52°55'42''","18°49'28''","0415072"
"Parcele-Pałkowizna","52°21'41''","21°07'42''","1434021"
"Popielewo-Folwark","52°27'32''","18°17'37''","3010092"
"Parcele-Skęczniew","51°51'53''","18°40'14''","3027035"
"Parcele-Trutowo","52°57'08''","19°03'34''","0408052"
"Weteranów","51°15'49''","18°30'06''","1017022"
"Parcele-Żychlin","52°10'29''","18°14'50''","3010112"
"Parcele Drugie","52°00'11''","17°20'56''","3006015"
"Parcele Duże","51°43'38''","17°43'04''","3017064"
"Parcele Klanińskie","53°49'30''","18°10'53''","2213072"
"Kniatowy","51°15'02''","18°21'41''","1018022"
"Parcele Korzeckie","52°19'05''","18°47'26''","3009065"
"Parcele Łochockie","52°44'26''","19°03'11''","0408022"
"Parcele Łomskie","53°07'10''","20°19'53''","1413032"
"Parcele Pierwsze","52°00'19''","17°21'55''","3006015"
"Parcele-Rębków","51°51'54''","21°33'21''","1403042"
"Sokołowo-Parcele","52°34'30''","18°55'30''","0418045"
"Parcele Świątkowskie","52°49'31''","17°34'16''","0419035"
"Parcele Urzędnicze","49°17'09''","19°58'01''","1217011"
"Parcele-Wola Łokotowa","51°45'19''","19°57'32''","1021042"
"Parcelka","52°01'19''","19°33'53''","1020052"
"Parcela","50°43'04''","20°43'55''","2604152"
"Parcewo","52°38'44''","17°23'26''","3003055"
"Parcewo","52°44'09''","23°15'04''","2003032"
"Parchale","52°44'31''","20°07'51''","1420102"
"Parchanie","52°48'19''","18°23'51''","0407022"
"Parchanki","52°49'08''","18°25'01''","0407022"
"Parchańskie Huby","52°47'52''","18°24'34''","0407022"
"Parchatka","53°08'09''","18°33'20''","0415052"
"Parchatka","51°22'13''","21°59'52''","0614045"
"Kolonia Parchatka","51°21'50''","22°01'13''","0614045"
"Parchlino","53°43'09''","16°17'48''","3215025"
"Parchliny","51°14'41''","19°08'57''","1001072"
"Parchnica","52°53'18''","14°13'53''","3206025"
"Parchocin","50°19'24''","20°57'30''","2601032"
"Parchowiec","50°48'18''","18°52'30''","2406092"
"Parchowo","54°12'24''","17°40'07''","2201072"
"Parszewo","54°08'38''","18°56'29''","2209032"
"Parchowski Bór","54°13'45''","17°42'01''","2201072"
"Parchowski Młyn","54°12'47''","17°43'00''","2201072"
"Parchów","51°28'38''","15°56'55''","0216015"
"Parchów","49°47'23''","18°37'22''","2403082"
"Parciaki","53°12'01''","21°07'23''","1422042"
"Parcice","51°14'29''","18°19'32''","1018022"
"Parcz","54°04'42''","21°31'23''","2808032"
"Parcze Dolne","50°17'27''","19°33'32''","1212054"
"Parcze Górne","50°17'19''","19°34'03''","1212054"
"Parczew","51°38'17''","17°55'32''","3017072"
"Parczew","51°38'26''","22°54'00''","0613044"
"Parczowce","53°27'29''","23°38'34''","2011052"
"Parczów","51°18'56''","20°19'21''","1007012"
"Parczówek","51°19'16''","20°21'04''","1007012"
"Na Górach","51°20'02''","20°21'06''","1007012"
"Pardasówka","50°19'09''","23°01'33''","0602102"
"Pardelak","51°56'22''","17°49'20''","3020065"
"Pardołów","51°07'05''","20°36'46''","2605085"
"Pardołówka","49°17'35''","19°58'57''","1217011"
"Pardynówka","49°31'36''","19°40'25''","1211052"
"Pardysówka Duża","50°28'21''","23°04'26''","0602074"
"Pardysówka Mała","50°28'34''","23°03'43''","0602074"
"Paremka","52°03'49''","19°59'09''","1005072"
"Pareżki","54°20'16''","20°26'35''","2801052"
"Pargowo","53°16'55''","14°25'51''","3211022"
"Park","54°20'12''","20°53'08''","2801065"
"Park","52°45'16''","23°11'19''","2003011"
"Parkany","50°08'44''","21°18'55''","1803072"
"Parkiecie","51°00'32''","18°39'59''","1608062"
"Parkitka","50°49'08''","19°05'37''","2464011"
"Parkitna","50°48'54''","18°42'31''","2406082"
"Parkoczewo","52°29'40''","20°03'06''","1419022"
"Parkosz","50°00'02''","21°18'51''","1803065"
"Parkoszewo","54°20'30''","20°51'21''","2801032"
"Parkoszowice","50°19'24''","20°03'16''","1208055"
"Parkoszowice","50°32'20''","19°27'49''","2416092"
"Parkoszowice-Kolonia","50°32'48''","19°27'43''","2416092"
"Parkoszów","51°22'30''","15°34'51''","0201022"
"Parkowa Druga","50°51'11''","17°26'56''","1601011"
"Osiedle Parkowa Drugie","52°52'39''","18°42'12''","0401011"
"Osiedle Parkowa Pierwsze","52°52'41''","18°41'57''","0401011"
"Osiedle Parkowa","50°01'13''","20°58'43''","1263011"
"Osada Parkowe","50°41'56''","19°25'25''","2404032"
"Osiedle Parkowe","52°52'42''","16°01'01''","3002044"
"Osiedle Parkowe","53°30'25''","18°46'06''","0406012"
"Osiedle Parkowe","53°51'59''","21°17'36''","2810011"
"Osiedle Parkowe","52°10'19''","21°18'15''","1417082"
"Osiedle Parkowe","53°05'10''","21°34'29''","1461011"
"Osiedle Parkowe","50°01'05''","20°00'16''","1261049"
"Osiedle Parkowe","49°40'59''","19°12'20''","2417011"
"Parkowo","52°42'10''","16°54'49''","3016025"
"Parkowo","53°00'51''","17°17'56''","3028035"
"Parleza Mała","53°49'50''","21°01'09''","2814025"
"Parleza Wielka","53°50'48''","20°59'59''","2814025"
"Parlin","52°43'53''","17°54'05''","0409012"
"Parlin","53°22'13''","18°16'23''","0414082"
"Parlin","52°59'39''","19°46'49''","1437042"
"Parlin","52°25'11''","20°19'10''","1420042"
"Parlinek","52°43'09''","17°53'04''","0409012"
"Parlino","53°27'09''","15°03'47''","3214092"
"Parłowice","51°40'42''","16°40'33''","3022015"
"Parłówko","53°50'42''","14°44'59''","3207065"
"Parma","52°03'19''","19°59'53''","1005072"
"Parnica","51°24'07''","17°04'55''","0220035"
"Parnica","53°07'05''","14°43'31''","3206012"
"Parnowo","54°09'47''","16°02'19''","3209022"
"Parole","52°02'18''","20°49'08''","1421052"
"Parolice","51°41'15''","20°19'34''","1013032"
"Parośla","51°48'35''","23°36'33''","0601142"
"Parośle","52°25'08''","20°17'18''","1420042"
"Parowa","51°21'47''","15°16'48''","0201052"
"Parowa","54°01'19''","17°47'17''","2206022"
"Parowa","53°47'49''","17°40'15''","2202025"
"Parowa","53°00'18''","19°15'56''","0412022"
"Parowa","53°22'24''","20°33'23''","2811045"
"Parowa","54°16'55''","21°39'44''","2819035"
"Parowa","51°35'38''","21°25'09''","1407022"
"Parowa Falęcka","53°12'46''","18°31'34''","0415022"
"Parowa","51°20'36''","15°17'14''","0201052"
"Parowo","53°26'27''","19°45'46''","2812032"
"Parowy","53°10'16''","18°04'22''","0403062"
"Parowy","53°53'10''","18°59'27''","2216055"
"Parowy","52°38'33''","21°41'16''","1435012"
"Parówki","52°58'55''","20°15'33''","1413052"
"Parówki","53°22'04''","21°29'24''","1415072"
"Parpary","53°57'32''","18°56'15''","2216055"
"Parsęcko","53°43'30''","16°34'60''","3215062"
"Kolonia Parsęcko","53°44'29''","16°35'05''","3215062"
"Parski","53°31'59''","18°46'15''","0406012"
"Parski","52°03'10''","19°01'59''","1004072"
"Parsko","52°00'19''","16°38'22''","3011055"
"Parsowo","54°05'38''","15°58'21''","3209022"
"Parsów","53°13'45''","14°43'22''","3212012"
"Parsówek","53°12'55''","14°42'20''","3206045"
"Parszczenica","53°55'27''","17°26'45''","2202052"
"Parszczyce","54°47'50''","18°10'05''","2211062"
"Parszewo","54°08'17''","18°56'03''","2209032"
"Parszkowo","54°46'52''","18°15'43''","2211062"
"Parszowice","51°21'43''","16°22'34''","0211045"
"Parszów","51°04'25''","20°56'30''","2611055"
"Parszywa Kępka","49°47'51''","18°37'44''","2403082"
"Parszywiec","50°43'55''","18°48'11''","2407042"
"Parszywiec","49°46'25''","18°42'05''","2403062"
"Parszywiec","49°42'06''","18°43'01''","2403072"
"Parszywiny","49°46'36''","18°52'00''","2403042"
"Parszywka","52°31'32''","18°34'37''","0411055"
"Parszywka","50°18'05''","22°13'16''","1808055"
"Parszywka","49°45'28''","19°48'38''","1209082"
"Partacz","51°57'08''","20°23'32''","1438032"
"Partecznik","49°39'26''","18°52'23''","2403031"
"Partęczyny","53°28'40''","19°12'06''","0406062"
"Podlesie","50°03'57''","21°05'39''","1216032"
"Partuły pod Lisią Górą","50°04'16''","21°03'09''","1216032"
"Partuły Zaczerniańskie","50°03'57''","21°03'42''","1216032"
"Partuły Żukowskie","50°04'24''","21°05'44''","1216032"
"Partykówka Dolna","49°46'29''","19°40'43''","1215032"
"Partykówka Górna","49°46'32''","19°40'56''","1215032"
"Partynia","50°12'41''","21°17'15''","1811085"
"Partynice","51°04'03''","17°00'23''","0264011"
"Partyń","50°04'41''","20°55'21''","1216155"
"Partyń","50°03'03''","20°53'18''","1216112"
"Partyzancka Kolonia","50°54'49''","23°34'58''","0603132"
"Kolonia Partyzantów","50°33'37''","23°19'22''","0618092"
"Kolonia Partyzantów","50°33'52''","23°19'53''","0618042"
"Osiedle Partyzantów","51°44'21''","19°49'37''","1006074"
"Osiedle Partyzantów","51°03'25''","21°04'49''","2611011"
"Osiedle Partyzantów","49°22'07''","20°56'51''","1210115"
"Paruchowo","52°45'08''","18°44'56''","0401062"
"Paruchów","52°07'23''","17°36'50''","3006045"
"Paruchy","51°13'38''","20°33'19''","2605035"
"Parchule","49°43'00''","19°52'08''","1209082"
"Paruszewek","52°17'17''","17°48'14''","3023072"
"Paruszewice","52°28'57''","18°55'59''","0418032"
"Paruszewo","52°17'27''","17°46'48''","3023072"
"Paruszka","53°16'03''","16°54'08''","3031035"
"Paruszowice","51°04'56''","18°14'30''","1604015"
"Paruszowiec","50°05'58''","18°33'33''","2473011"
"Parużniki","49°41'10''","20°14'08''","1207032"
"Parwark","54°01'59''","19°11'27''","2209082"
"Parwółki","53°40'33''","20°09'44''","2814052"
"Paryje","49°31'46''","20°38'44''","1210165"
"Parylówka","49°45'31''","20°04'05''","1209092"
"Paryłówka","49°46'44''","19°51'52''","1209042"
"Parypse","51°10'54''","23°25'11''","0603032"
"Parys","54°11'08''","21°11'46''","2808045"
"Paryse","52°27'53''","21°46'08''","1433032"
"Parysów","51°58'35''","21°40'47''","1403092"
"Parysówka","51°58'31''","19°54'35''","1005082"
"Paryż","50°56'45''","17°53'38''","1606032"
"Paryż","52°52'20''","17°32'02''","0419065"
"Paryż","50°26'57''","18°05'03''","1605055"
"Paryż","52°38'23''","19°22'33''","0408045"
"Paryż","53°30'27''","19°50'25''","2807052"
"Paryż","52°43'22''","20°35'17''","1420112"
"Paryż","49°59'37''","21°13'33''","1803065"
"Paryż","50°45'21''","18°41'29''","2407052"
"Paryż","49°56'31''","19°57'13''","1206145"
"Paryż","50°19'19''","18°53'37''","2472011"
"Paryż","49°35'10''","20°21'41''","1210092"
"Paryż Dolny","50°10'48''","19°33'29''","1206065"
"Paryż Górny","50°10'58''","19°32'59''","1206065"
"Paryżewo","52°28'26''","16°08'59''","3015025"
"Parzeń","52°39'06''","19°33'33''","1419032"
"Parzeń-Janówek","52°39'15''","19°31'47''","1419032"
"Parzeńsko","52°52'35''","15°07'23''","3210052"
"Parzew","51°57'42''","17°41'19''","3006032"
"Parzewnia","52°02'12''","17°32'42''","3006045"
"Parzęczew","51°57'10''","17°22'24''","3006015"
"Parzęczew","51°56'56''","19°12'23''","1020072"
"Parzęczewo","52°08'41''","16°26'06''","3005032"
"Parznice","51°19'29''","21°06'42''","1425072"
"Kolonia Parznice","51°18'47''","21°07'37''","1425072"
"Parzniew","52°09'08''","20°45'46''","1421035"
"Parzniewice B","51°16'27''","19°30'21''","1010102"
"Parzniewice Duże","51°17'46''","19°31'13''","1010102"
"Parzniewice Małe","51°17'22''","19°32'44''","1010102"
"Parzniewiczki","51°16'56''","19°31'05''","1010102"
"Parzno","51°23'22''","19°14'59''","1001052"
"Parzyce","51°13'54''","15°24'15''","0201045"
"Parzyce","52°00'13''","19°16'07''","1020062"
"Parzychy","53°13'44''","21°48'12''","2007092"
"Parzymiechy","51°02'26''","18°44'14''","2406032"
"Parzyn","53°58'26''","17°38'29''","2202025"
"Parzyn-Młyn","53°57'47''","17°38'48''","2202025"
"Parzynów","51°22'10''","17°54'12''","3018042"
"Pasaria","54°11'04''","20°52'03''","2801032"
"Paschalin","52°14'14''","20°50'28''","1432072"
"Pasek","52°23'30''","19°32'14''","1404052"
"Pasek","52°23'15''","21°18'51''","1434072"
"Pasionków","49°48'56''","20°30'36''","1201042"
"Pasichy","53°29'58''","22°14'12''","2006022"
"Pasie","51°28'59''","18°27'36''","1014032"
"Pasie","51°23'39''","18°23'14''","1014072"
"Pasieczki","50°09'26''","19°12'24''","2414021"
"Pasieczna","50°55'08''","16°23'40''","0219045"
"Pasiecznik","51°04'17''","15°25'44''","0212015"
"Pasiecznik","50°57'25''","15°34'18''","0212025"
"Pasieczniki Duże","52°42'01''","23°30'51''","2005062"
"Pasieczniki Małe","52°37'38''","23°30'10''","2005052"
"Pasieka","52°27'08''","18°47'55''","0418085"
"Pasieka","52°34'40''","17°47'35''","3003095"
"Pasieka","53°58'59''","16°59'08''","2201065"
"Pasieka","53°43'13''","16°09'41''","3216035"
"Pasieka","53°06'37''","19°01'13''","0405032"
"Pasieka","53°15'16''","16°24'48''","3217011"
"Pasieka","53°29'17''","18°01'60''","0416042"
"Pasieka","53°33'23''","18°15'48''","0414032"
"Pasieka","52°14'41''","19°35'31''","1002115"
"Pasieka","52°48'18''","22°47'02''","2003052"
"Pasieka","52°39'42''","23°07'33''","2003042"
"Pasieka","52°08'08''","23°05'06''","0601082"
"Pasieka","51°49'34''","23°31'26''","0601142"
"Pasieka","51°30'14''","23°07'43''","0613072"
"Pasieka","51°21'49''","21°38'46''","1436055"
"Pasieka","50°54'45''","22°14'15''","0607052"
"Pasieka","50°49'26''","22°25'38''","0605065"
"Pasieka","49°51'28''","21°57'31''","1819032"
"Pasieka","51°27'06''","19°29'25''","1010042"
"Pasieka","50°40'47''","23°45'23''","0604082"
"Pasieka","49°50'42''","22°13'27''","1816052"
"Pasieka","49°48'35''","22°20'36''","1813022"
"Pasieka","50°45'56''","20°53'33''","2604055"
"Pasieka","50°37'15''","20°53'42''","2601022"
"Pasieka","50°28'09''","20°58'41''","2601065"
"Pasieka","50°53'25''","19°06'17''","2404112"
"Pasieka","50°07'10''","19°47'03''","1206162"
"Pasieka","50°11'57''","20°46'23''","1216155"
"Pasieka","50°03'04''","20°44'47''","1202012"
"Pasieka","50°35'23''","19°08'56''","2409024"
"Pasieka","50°26'11''","19°09'44''","2401052"
"Pasieka","49°36'02''","20°13'05''","1207092"
"Pasieka","49°58'54''","19°40'10''","1206012"
"Pasieka","49°49'49''","19°25'45''","1218095"
"Pasieka-Kolonia","50°53'31''","22°13'01''","0607052"
"Pasieka Otfinowska","50°10'05''","20°48'36''","1216155"
"Pasieka Wałowska","51°47'16''","20°14'14''","1013042"
"Kolonia Pasieka","50°49'53''","22°24'11''","0605065"
"Pasieki","51°36'31''","16°57'15''","3022055"
"Pasieki","54°06'41''","19°33'35''","2804012"
"Pasieki","53°14'45''","19°15'29''","0402022"
"Pasieki","52°51'12''","21°33'46''","1415042"
"Pasieki","52°53'12''","23°50'59''","2005092"
"Pasieki","51°12'10''","21°26'17''","1409022"
"Pasieki","51°18'48''","20°54'20''","1430042"
"Pasieki","50°26'32''","23°20'21''","0618112"
"Pasieki","50°45'38''","21°48'47''","2609022"
"Pasieki","50°24'14''","19°26'23''","2416055"
"Pasieki","49°41'27''","21°20'46''","1205052"
"Pasieki","49°53'46''","18°45'00''","2403115"
"Pasieki","49°53'15''","19°01'25''","2402044"
"Pasieki","49°46'51''","18°41'44''","2403062"
"Pasieki","49°47'09''","18°41'32''","2403082"
"Pasieki","49°43'14''","18°46'41''","2403072"
"Pasieki","49°38'07''","18°51'42''","2403031"
"Pasieki","49°51'54''","19°07'55''","2402072"
"Pasierbiaki","49°42'54''","19°34'26''","1215021"
"Pasierbiec","49°45'33''","20°22'42''","1207072"
"Pasierby","51°42'37''","17°07'10''","3004042"
"Pasikonie","52°14'56''","20°24'17''","1432032"
"Pasikurowice","51°12'36''","17°06'16''","0223022"
"Pasiona","50°39'27''","20°28'14''","2602082"
"Pasionki","49°50'25''","19°16'32''","2402082"
"Pasiowa","49°28'58''","19°41'54''","1211052"
"Pasiówka","49°39'28''","19°52'39''","1215052"
"Pastwiska","53°58'29''","18°50'48''","2214052"
"Paskówka","49°48'07''","19°44'10''","1215032"
